level,unit,season,metric,variant,n,spearman_rho,p
site,ghcn_NOE00109394,NDJFM,precip_days,anom_dt,77,0.0510,0.6595
site,ghcn_NOE00109394,NDJFM,rain_on_snow_days,value,71,0.0389,0.7472
site,ghcn_NOE00109394,NDJFM,rain_on_snow_days,anom,71,0.0389,0.7472
site,ghcn_NOE00109394,NDJFM,rain_on_snow_days,anom_dt,71,0.0477,0.6928
site,ghcn_NOE00109394,NDJFM,snow_cover_days,value,71,-0.1027,0.3942
site,ghcn_NOE00109394,NDJFM,snow_cover_days,anom,71,-0.1027,0.3942
site,ghcn_NOE00109394,NDJFM,snow_cover_days,anom_dt,71,-0.1146,0.3411
site,ghcn_NOE00109394,NDJFM,snow_depth,value,71,-0.1180,0.3271
site,ghcn_NOE00109394,NDJFM,snow_depth,anom,71,-0.1180,0.3271
site,ghcn_NOE00109394,NDJFM,snow_depth,anom_dt,71,-0.1506,0.2099
site,ghcn_NOE00109394,NDJFM,snow_max,value,71,0.0086,0.9432
site,ghcn_NOE00109394,NDJFM,snow_max,anom,71,0.0086,0.9432
site,ghcn_NOE00109394,NDJFM,snow_max,anom_dt,71,-0.0663,0.5829
site,ghcn_NOE00109394,NDJFM,thaw_days,value,77,0.0954,0.4092
site,ghcn_NOE00109394,NDJFM,thaw_days,anom,77,0.0954,0.4092
site,ghcn_NOE00109394,NDJFM,thaw_days,anom_dt,77,0.0907,0.4327
site,ghcn_NOE00109394,NDJFM,tmax_mean,value,77,0.0491,0.6713
site,ghcn_NOE00109394,NDJFM,tmax_mean,anom,77,0.0491,0.6713
site,ghcn_NOE00109394,NDJFM,tmax_mean,anom_dt,77,0.0275,0.8122
site,ghcn_NOE00109394,NDJFM,tmean,value,77,0.0359,0.7567
site,ghcn_NOE00109394,NDJFM,tmean,anom,77,0.0359,0.7567
site,ghcn_NOE00109394,NDJFM,tmean,anom_dt,77,0.0110,0.9246
site,ghcn_NOE00109394,NDJFM,tmin_mean,value,77,0.0089,0.9387
site,ghcn_NOE00109394,NDJFM,tmin_mean,anom,77,0.0092,0.9364
site,ghcn_NOE00109394,NDJFM,tmin_mean,anom_dt,77,-0.0153,0.8950
site,ghcn_NOE00109680,DJF,frost_days,value,74,0.0519,0.6607
site,ghcn_NOE00109680,DJF,frost_days,anom,74,0.0519,0.6607
site,ghcn_NOE00109680,DJF,frost_days,anom_dt,74,0.0213,0.8574
site,ghcn_NOE00109680,DJF,ice_days,value,75,0.0187,0.8732
site,ghcn_NOE00109680,DJF,ice_days,anom,75,0.0187,0.8732
site,ghcn_NOE00109680,DJF,ice_days,anom_dt,75,0.0385,0.7431
site,ghcn_NOE00109680,DJF,precip,value,73,-0.0629,0.5972
site,ghcn_NOE00109680,DJF,precip,anom,73,-0.0629,0.5972
site,ghcn_NOE00109680,DJF,precip,anom_dt,73,-0.0320,0.7881
site,ghcn_NOE00109680,DJF,precip_days,value,73,-0.1410,0.2342
site,ghcn_NOE00109680,DJF,precip_days,anom,73,-0.1410,0.2342
site,ghcn_NOE00109680,DJF,precip_days,anom_dt,73,-0.1204,0.3103
site,ghcn_NOE00109680,DJF,rain_on_snow_days,value,57,0.2287,0.0870
site,ghcn_NOE00109680,DJF,rain_on_snow_days,anom,57,0.2287,0.0870
site,ghcn_NOE00109680,DJF,rain_on_snow_days,anom_dt,57,0.2241,0.0938
site,ghcn_NOE00109680,DJF,snow_cover_days,value,57,0.2243,0.0934
site,ghcn_NOE00109680,DJF,snow_cover_days,anom,57,0.2243,0.0934
site,ghcn_NOE00109680,DJF,snow_cover_days,anom_dt,57,0.2311,0.0838
site,ghcn_NOE00109680,DJF,snow_depth,value,57,0.1953,0.1454
site,ghcn_NOE00109680,DJF,snow_depth,anom,57,0.1953,0.1454
site,ghcn_NOE00109680,DJF,snow_depth,anom_dt,57,0.1644,0.2217
site,ghcn_NOE00109680,DJF,snow_max,value,57,0.1365,0.3113
site,ghcn_NOE00109680,DJF,snow_max,anom,57,0.1365,0.3113
site,ghcn_NOE00109680,DJF,snow_max,anom_dt,57,0.1223,0.3648
site,ghcn_NOE00109680,DJF,thaw_days,value,75,-0.0105,0.9287
site,ghcn_NOE00109680,DJF,thaw_days,anom,75,-0.0105,0.9287
site,ghcn_NOE00109680,DJF,thaw_days,anom_dt,75,-0.0284,0.8089
site,ghcn_NOE00109680,DJF,tmax_mean,value,75,0.0029,0.9802
site,ghcn_NOE00109680,DJF,tmax_mean,anom,75,0.0029,0.9802
site,ghcn_NOE00109680,DJF,tmax_mean,anom_dt,75,0.0319,0.7856
site,ghcn_NOE00109680,DJF,tmean,value,76,-0.0106,0.9278
site,ghcn_NOE00109680,DJF,tmean,anom,76,-0.0107,0.9270
site,ghcn_NOE00109680,DJF,tmean,anom_dt,76,0.0463,0.6911
site,ghcn_NOE00109680,DJF,tmin_mean,value,74,-0.0288,0.8077
site,ghcn_NOE00109680,DJF,tmin_mean,anom,74,-0.0288,0.8077
site,ghcn_NOE00109680,DJF,tmin_mean,anom_dt,74,0.0025,0.9834
site,ghcn_NOE00109680,JFM,frost_days,value,74,0.0389,0.7424
site,ghcn_NOE00109680,JFM,frost_days,anom,74,0.0389,0.7424
site,ghcn_NOE00109680,JFM,frost_days,anom_dt,74,-0.0042,0.9719
site,ghcn_NOE00109680,JFM,ice_days,value,76,0.0765,0.5113
site,ghcn_NOE00109680,JFM,ice_days,anom,76,0.0765,0.5113
site,ghcn_NOE00109680,JFM,ice_days,anom_dt,76,0.0890,0.4446
site,ghcn_NOE00109680,JFM,precip,value,74,0.0422,0.7212
site,ghcn_NOE00109680,JFM,precip,anom,74,0.0422,0.7212
site,ghcn_NOE00109680,JFM,precip,anom_dt,74,0.0567,0.6315
site,ghcn_NOE00109680,JFM,precip_days,value,74,-0.0084,0.9433
site,ghcn_NOE00109680,JFM,precip_days,anom,74,-0.0084,0.9433
site,ghcn_NOE00109680,JFM,precip_days,anom_dt,74,0.0227,0.8478
site,ghcn_NOE00109680,JFM,rain_on_snow_days,value,58,0.2052,0.1224
site,ghcn_NOE00109680,JFM,rain_on_snow_days,anom,58,0.2052,0.1224
site,ghcn_NOE00109680,JFM,rain_on_snow_days,anom_dt,58,0.2123,0.1097
site,ghcn_NOE00109680,JFM,snow_cover_days,value,58,0.2615,0.0474
site,ghcn_NOE00109680,JFM,snow_cover_days,anom,58,0.2615,0.0474
site,ghcn_NOE00109680,JFM,snow_cover_days,anom_dt,58,0.2147,0.1055
site,ghcn_NOE00109680,JFM,snow_depth,value,58,0.2376,0.0725
site,ghcn_NOE00109680,JFM,snow_depth,anom,58,0.2376,0.0725
site,ghcn_NOE00109680,JFM,snow_depth,anom_dt,58,0.1684,0.2063
site,ghcn_NOE00109680,JFM,snow_max,value,58,0.2173,0.1013
site,ghcn_NOE00109680,JFM,snow_max,anom,58,0.2173,0.1013
site,ghcn_NOE00109680,JFM,snow_max,anom_dt,58,0.2066,0.1197
site,ghcn_NOE00109680,JFM,thaw_days,value,76,-0.0445,0.7030
site,ghcn_NOE00109680,JFM,thaw_days,anom,76,-0.0445,0.7030
site,ghcn_NOE00109680,JFM,thaw_days,anom_dt,76,-0.0781,0.5025
site,ghcn_NOE00109680,JFM,tmax_mean,value,76,0.0110,0.9251
site,ghcn_NOE00109680,JFM,tmax_mean,anom,76,0.0110,0.9251
site,ghcn_NOE00109680,JFM,tmax_mean,anom_dt,76,0.0094,0.9361
site,ghcn_NOE00109680,JFM,tmean,value,77,-0.0071,0.9510
site,ghcn_NOE00109680,JFM,tmean,anom,77,-0.0071,0.9510
site,ghcn_NOE00109680,JFM,tmean,anom_dt,77,-0.0083,0.9428
site,ghcn_NOE00109680,JFM,tmin_mean,value,74,-0.0425,0.7190
site,ghcn_NOE00109680,JFM,tmin_mean,anom,74,-0.0425,0.7190
site,ghcn_NOE00109680,JFM,tmin_mean,anom_dt,74,0.0066,0.9557
site,ghcn_NOE00109680,NDJFM,frost_days,value,74,0.0414,0.7263
site,ghcn_NOE00109680,NDJFM,frost_days,anom,74,0.0414,0.7263
site,ghcn_NOE00109680,NDJFM,frost_days,anom_dt,74,-0.0004,0.9972
site,ghcn_NOE00109680,NDJFM,ice_days,value,75,-0.0209,0.8587
site,ghcn_NOE00109680,NDJFM,ice_days,anom,75,-0.0209,0.8587
site,ghcn_NOE00109680,NDJFM,ice_days,anom_dt,75,0.0054,0.9634
site,ghcn_NOE00109680,NDJFM,precip,value,72,-0.0455,0.7042
site,ghcn_NOE00109680,NDJFM,precip,anom,72,-0.0455,0.7042
site,ghcn_NOE00109680,NDJFM,precip,anom_dt,72,0.0198,0.8686
site,ghcn_NOE00109680,NDJFM,precip_days,value,72,-0.1124,0.3472
site,ghcn_NOE00109680,NDJFM,precip_days,anom,72,-0.1124,0.3472
site,ghcn_NOE00109680,NDJFM,precip_days,anom_dt,72,-0.0712,0.5525
site,ghcn_NOE00109680,NDJFM,rain_on_snow_days,value,57,0.2817,0.0338
site,ghcn_NOE00109680,NDJFM,rain_on_snow_days,anom,57,0.2817,0.0338
site,ghcn_NOE00109680,NDJFM,rain_on_snow_days,anom_dt,57,0.2850,0.0317
site,ghcn_NOE00109680,NDJFM,snow_cover_days,value,57,0.2019,0.1321
site,ghcn_NOE00109680,NDJFM,snow_cover_days,anom,57,0.2019,0.1321
site,ghcn_NOE00109680,NDJFM,snow_cover_days,anom_dt,57,0.2033,0.1294
site,ghcn_NOE00109680,NDJFM,snow_depth,value,57,0.1618,0.2292
site,ghcn_NOE00109680,NDJFM,snow_depth,anom,57,0.1618,0.2292
site,ghcn_NOE00109680,NDJFM,snow_depth,anom_dt,57,0.1364,0.3118
site,ghcn_NOE00109680,NDJFM,snow_max,value,57,0.1584,0.2394
site,ghcn_NOE00109680,NDJFM,snow_max,anom,57,0.1584,0.2394
site,ghcn_NOE00109680,NDJFM,snow_max,anom_dt,57,0.1521,0.2587
site,ghcn_NOE00109680,NDJFM,thaw_days,value,75,0.0287,0.8070
site,ghcn_NOE00109680,NDJFM,thaw_days,anom,75,0.0287,0.8070
site,ghcn_NOE00109680,NDJFM,thaw_days,anom_dt,75,0.0041,0.9719
site,ghcn_NOE00109680,NDJFM,tmax_mean,value,75,0.0155,0.8950
site,ghcn_NOE00109680,NDJFM,tmax_mean,anom,75,0.0155,0.8950
site,ghcn_NOE00109680,NDJFM,tmax_mean,anom_dt,75,0.0426,0.7165
site,ghcn_NOE00109680,NDJFM,tmean,value,76,0.0195,0.8672
site,ghcn_NOE00109680,NDJFM,tmean,anom,76,0.0201,0.8629
site,ghcn_NOE00109680,NDJFM,tmean,anom_dt,76,0.0686,0.5558
site,ghcn_NOE00109680,NDJFM,tmin_mean,value,74,0.0113,0.9236
site,ghcn_NOE00109680,NDJFM,tmin_mean,anom,74,0.0113,0.9236
site,ghcn_NOE00109680,NDJFM,tmin_mean,anom_dt,74,0.0446,0.7058
site,ghcn_NOE00110653,DJF,frost_days,value,71,0.0369,0.7597
site,ghcn_NOE00110653,DJF,frost_days,anom,71,0.0369,0.7597
site,ghcn_NOE00110653,DJF,frost_days,anom_dt,71,-0.0024,0.9841
site,ghcn_NOE00110653,DJF,ice_days,value,71,0.0064,0.9574
site,ghcn_NOE00110653,DJF,ice_days,anom,71,0.0064,0.9574
site,ghcn_NOE00110653,DJF,ice_days,anom_dt,71,0.0203,0.8663
site,ghcn_NOE00110653,DJF,precip,value,48,-0.1426,0.3337
site,ghcn_NOE00110653,DJF,precip,anom_dt,48,-0.0862,0.5604
site,ghcn_NOE00110653,DJF,precip_days,value,48,-0.0952,0.5197
site,ghcn_NOE00110653,DJF,precip_days,anom_dt,48,-0.0675,0.6483
site,ghcn_NOE00110653,DJF,rain_on_snow_days,value,33,-0.0176,0.9226
site,ghcn_NOE00110653,DJF,rain_on_snow_days,anom_dt,33,-0.0269,0.8818
site,ghcn_NOE00110653,DJF,snow_cover_days,value,34,0.0705,0.6919
site,ghcn_NOE00110653,DJF,snow_cover_days,anom_dt,34,0.0477,0.7889
site,ghcn_NOE00110653,DJF,snow_depth,value,34,0.1374,0.4383
site,ghcn_NOE00110653,DJF,snow_depth,anom_dt,34,0.1415,0.4248
site,ghcn_NOE00110653,DJF,snow_max,value,34,0.1205,0.4972
site,ghcn_NOE00110653,DJF,snow_max,anom_dt,34,0.1036,0.5599
site,ghcn_NOE00110653,DJF,thaw_days,value,71,-0.0225,0.8520
site,ghcn_NOE00110653,DJF,thaw_days,anom,71,-0.0225,0.8520
site,ghcn_NOE00110653,DJF,thaw_days,anom_dt,71,-0.0174,0.8857
site,ghcn_NOE00110653,DJF,tmax_mean,value,71,-0.0146,0.9041
site,ghcn_NOE00110653,DJF,tmax_mean,anom,71,-0.0148,0.9025
site,ghcn_NOE00110653,DJF,tmax_mean,anom_dt,71,0.0050,0.9668
site,ghcn_NOE00110653,DJF,tmean,value,71,-0.0168,0.8895
site,ghcn_NOE00110653,DJF,tmean,anom,71,-0.0168,0.8895
site,ghcn_NOE00110653,DJF,tmean,anom_dt,71,0.0094,0.9382
site,ghcn_NOE00110653,DJF,tmin_mean,value,71,-0.0162,0.8933
site,ghcn_NOE00110653,DJF,tmin_mean,anom,71,-0.0162,0.8933
site,ghcn_NOE00110653,DJF,tmin_mean,anom_dt,71,0.0031,0.9794
site,ghcn_NOE00110653,JFM,frost_days,value,71,0.0274,0.8208
site,ghcn_NOE00110653,JFM,frost_days,anom,71,0.0274,0.8208
site,ghcn_NOE00110653,JFM,frost_days,anom_dt,71,-0.0087,0.9429
site,ghcn_NOE00110653,JFM,ice_days,value,71,0.0578,0.6321
site,ghcn_NOE00110653,JFM,ice_days,anom,71,0.0578,0.6321
site,ghcn_NOE00110653,JFM,ice_days,anom_dt,71,0.0378,0.7545
site,ghcn_NOE00110653,JFM,precip,value,48,0.0563,0.7039
site,ghcn_NOE00110653,JFM,precip,anom_dt,48,0.1022,0.4895
site,ghcn_NOE00110653,JFM,precip_days,value,48,0.1084,0.4632
site,ghcn_NOE00110653,JFM,precip_days,anom_dt,48,0.1110,0.4527
site,ghcn_NOE00110653,JFM,rain_on_snow_days,value,33,-0.0075,0.9671
site,ghcn_NOE00110653,JFM,rain_on_snow_days,anom_dt,33,-0.0058,0.9742
site,ghcn_NOE00110653,JFM,snow_cover_days,value,34,0.0614,0.7300
site,ghcn_NOE00110653,JFM,snow_cover_days,anom_dt,34,0.0733,0.6802
site,ghcn_NOE00110653,JFM,snow_depth,value,34,0.1083,0.5422
site,ghcn_NOE00110653,JFM,snow_depth,anom_dt,34,0.1229,0.4888
site,ghcn_NOE00110653,JFM,snow_max,value,34,0.0523,0.7688
site,ghcn_NOE00110653,JFM,snow_max,anom_dt,34,0.0397,0.8235
site,ghcn_NOE00110653,JFM,thaw_days,value,71,-0.0707,0.5578
site,ghcn_NOE00110653,JFM,thaw_days,anom,71,-0.0707,0.5578
site,ghcn_NOE00110653,JFM,thaw_days,anom_dt,71,-0.0573,0.6350
site,ghcn_NOE00110653,JFM,tmax_mean,value,71,-0.0000,0.9997
site,ghcn_NOE00110653,JFM,tmax_mean,anom,71,-0.0000,0.9997
site,ghcn_NOE00110653,JFM,tmax_mean,anom_dt,71,0.0115,0.9244
site,ghcn_NOE00110653,JFM,tmean,value,71,-0.0271,0.8227
site,ghcn_NOE00110653,JFM,tmean,anom,71,-0.0271,0.8227
site,ghcn_NOE00110653,JFM,tmean,anom_dt,71,0.0074,0.9513
site,ghcn_NOE00110653,JFM,tmin_mean,value,71,-0.0326,0.7875
site,ghcn_NOE00110653,JFM,tmin_mean,anom,71,-0.0318,0.7922
site,ghcn_NOE00110653,JFM,tmin_mean,anom_dt,71,0.0054,0.9646
site,ghcn_NOE00110653,NDJFM,frost_days,value,71,-0.0088,0.9419
site,ghcn_NOE00110653,NDJFM,frost_days,anom,71,-0.0088,0.9419
site,ghcn_NOE00110653,NDJFM,frost_days,anom_dt,71,-0.0401,0.7399
site,ghcn_NOE00110653,NDJFM,ice_days,value,71,-0.0160,0.8949
site,ghcn_NOE00110653,NDJFM,ice_days,anom,71,-0.0160,0.8949
site,ghcn_NOE00110653,NDJFM,ice_days,anom_dt,71,-0.0088,0.9422
site,ghcn_NOE00110653,NDJFM,precip,value,48,-0.1214,0.4111
site,ghcn_NOE00110653,NDJFM,precip,anom_dt,48,-0.1150,0.4362
site,ghcn_NOE00110653,NDJFM,precip_days,value,48,-0.0705,0.6340
site,ghcn_NOE00110653,NDJFM,precip_days,anom_dt,48,-0.0657,0.6573
site,ghcn_NOE00110653,NDJFM,rain_on_snow_days,value,32,-0.0633,0.7308
site,ghcn_NOE00110653,NDJFM,rain_on_snow_days,anom_dt,32,-0.0654,0.7220
site,ghcn_NOE00110653,NDJFM,snow_cover_days,value,33,0.0475,0.7930
site,ghcn_NOE00110653,NDJFM,snow_cover_days,anom_dt,33,0.0304,0.8666
site,ghcn_NOE00110653,NDJFM,snow_depth,value,33,0.0560,0.7569
site,ghcn_NOE00110653,NDJFM,snow_depth,anom_dt,33,0.0299,0.8687
site,ghcn_NOE00110653,NDJFM,snow_max,value,33,0.0841,0.6419
site,ghcn_NOE00110653,NDJFM,snow_max,anom_dt,33,0.0729,0.6870
site,ghcn_NOE00110653,NDJFM,thaw_days,value,71,0.0030,0.9801
site,ghcn_NOE00110653,NDJFM,thaw_days,anom,71,0.0030,0.9801
site,ghcn_NOE00110653,NDJFM,thaw_days,anom_dt,71,0.0031,0.9797
site,ghcn_NOE00110653,NDJFM,tmax_mean,value,71,-0.0017,0.9886
site,ghcn_NOE00110653,NDJFM,tmax_mean,anom,71,-0.0017,0.9886
site,ghcn_NOE00110653,NDJFM,tmax_mean,anom_dt,71,0.0297,0.8057
site,ghcn_NOE00110653,NDJFM,tmean,value,71,0.0229,0.8496
site,ghcn_NOE00110653,NDJFM,tmean,anom,71,0.0229,0.8496
site,ghcn_NOE00110653,NDJFM,tmean,anom_dt,71,0.0508,0.6740
site,ghcn_NOE00110653,NDJFM,tmin_mean,value,71,0.0239,0.8429
site,ghcn_NOE00110653,NDJFM,tmin_mean,anom,71,0.0237,0.8443
site,ghcn_NOE00110653,NDJFM,tmin_mean,anom_dt,71,0.0452,0.7084
site,ghcn_NOE00112071,DJF,frost_days,value,77,-0.0018,0.9873
site,ghcn_NOE00112071,DJF,frost_days,anom,77,-0.0018,0.9873
site,ghcn_NOE00112071,DJF,frost_days,anom_dt,77,-0.0468,0.6861
site,ghcn_NOE00112071,DJF,ice_days,value,76,0.0457,0.6953
site,ghcn_NOE00112071,DJF,ice_days,anom,76,0.0457,0.6953
site,ghcn_NOE00112071,DJF,ice_days,anom_dt,76,0.0590,0.6126
site,ghcn_NOE00112071,DJF,precip,value,77,-0.0253,0.8274
site,ghcn_NOE00112071,DJF,precip,anom,77,-0.0253,0.8274
site,ghcn_NOE00112071,DJF,precip,anom_dt,77,-0.0289,0.8028
site,ghcn_NOE00112071,DJF,precip_days,value,77,-0.0771,0.5053
site,ghcn_NOE00112071,DJF,precip_days,anom,77,-0.0771,0.5053
site,ghcn_NOE00112071,DJF,precip_days,anom_dt,77,-0.0817,0.4800
site,ghcn_NOE00112071,DJF,rain_on_snow_days,value,75,-0.1049,0.3706
site,ghcn_NOE00112071,DJF,rain_on_snow_days,anom,75,-0.1049,0.3706
site,ghcn_NOE00112071,DJF,rain_on_snow_days,anom_dt,75,-0.1260,0.2815
site,ghcn_NOE00112071,DJF,snow_cover_days,value,75,-0.0342,0.7711
site,ghcn_NOE00112071,DJF,snow_cover_days,anom,75,-0.0342,0.7711
site,ghcn_NOE00112071,DJF,snow_cover_days,anom_dt,75,-0.0580,0.6209
site,ghcn_NOE00112071,DJF,snow_depth,value,75,-0.1198,0.3058
site,ghcn_NOE00112071,DJF,snow_depth,anom,75,-0.1198,0.3058
site,ghcn_NOE00112071,DJF,snow_depth,anom_dt,75,-0.1260,0.2816
site,ghcn_NOE00112071,DJF,snow_max,value,75,-0.0402,0.7320
site,ghcn_NOE00112071,DJF,snow_max,anom,75,-0.0402,0.7320
site,ghcn_NOE00112071,DJF,snow_max,anom_dt,75,-0.0433,0.7124
site,ghcn_NOE00112071,DJF,thaw_days,value,76,-0.0398,0.7326
site,ghcn_NOE00112071,DJF,thaw_days,anom,76,-0.0398,0.7326
site,ghcn_NOE00112071,DJF,thaw_days,anom_dt,76,-0.0523,0.6536
site,ghcn_NOE00112071,DJF,tmax_mean,value,76,-0.0375,0.7475
site,ghcn_NOE00112071,DJF,tmax_mean,anom,76,-0.0375,0.7475
site,ghcn_NOE00112071,DJF,tmax_mean,anom_dt,76,-0.0424,0.7159
site,ghcn_NOE00112071,DJF,tmean,value,77,-0.0362,0.7543
site,ghcn_NOE00112071,DJF,tmean,anom,77,-0.0362,0.7543
site,ghcn_NOE00112071,DJF,tmean,anom_dt,77,-0.0336,0.7715
site,ghcn_NOE00112071,DJF,tmin_mean,value,77,-0.0401,0.7291
site,ghcn_NOE00112071,DJF,tmin_mean,anom,77,-0.0401,0.7291
site,ghcn_NOE00112071,DJF,tmin_mean,anom_dt,77,-0.0386,0.7392
site,ghcn_NOE00112071,JFM,frost_days,value,77,-0.0262,0.8211
site,ghcn_NOE00112071,JFM,frost_days,anom,77,-0.0262,0.8211
site,ghcn_NOE00112071,JFM,frost_days,anom_dt,77,-0.0306,0.7920
site,ghcn_NOE00112071,JFM,ice_days,value,76,0.0854,0.4632
site,ghcn_NOE00112071,JFM,ice_days,anom,76,0.0854,0.4632
site,ghcn_NOE00112071,JFM,ice_days,anom_dt,76,0.0840,0.4707
site,ghcn_NOE00112071,JFM,precip,value,77,-0.0744,0.5204
site,ghcn_NOE00112071,JFM,precip,anom,77,-0.0744,0.5204
site,ghcn_NOE00112071,JFM,precip,anom_dt,77,-0.0816,0.4806
site,ghcn_NOE00112071,JFM,precip_days,value,77,-0.0871,0.4512
site,ghcn_NOE00112071,JFM,precip_days,anom,77,-0.0871,0.4512
site,ghcn_NOE00112071,JFM,precip_days,anom_dt,77,-0.0836,0.4697
site,ghcn_NOE00112071,JFM,rain_on_snow_days,value,75,-0.0574,0.6249
site,ghcn_NOE00112071,JFM,rain_on_snow_days,anom,75,-0.0574,0.6249
site,ghcn_NOE00112071,JFM,rain_on_snow_days,anom_dt,75,-0.0789,0.5010
site,ghcn_NOE00112071,JFM,snow_cover_days,value,75,-0.0023,0.9840
site,ghcn_NOE00112071,JFM,snow_cover_days,anom,75,-0.0023,0.9840
site,ghcn_NOE00112071,JFM,snow_cover_days,anom_dt,75,-0.0361,0.7583
site,ghcn_NOE00112071,JFM,snow_depth,value,75,-0.0299,0.7989
site,ghcn_NOE00112071,JFM,snow_depth,anom,75,-0.0299,0.7989
site,ghcn_NOE00112071,JFM,snow_depth,anom_dt,75,-0.0328,0.7800
site,ghcn_NOE00112071,JFM,snow_max,value,75,-0.0409,0.7277
site,ghcn_NOE00112071,JFM,snow_max,anom,75,-0.0409,0.7277
site,ghcn_NOE00112071,JFM,snow_max,anom_dt,75,-0.0213,0.8559
site,ghcn_NOE00112071,JFM,thaw_days,value,76,-0.0862,0.4589
site,ghcn_NOE00112071,JFM,thaw_days,anom,76,-0.0862,0.4589
site,ghcn_NOE00112071,JFM,thaw_days,anom_dt,76,-0.0857,0.4618
site,ghcn_NOE00112071,JFM,tmax_mean,value,76,-0.0276,0.8126
site,ghcn_NOE00112071,JFM,tmax_mean,anom,76,-0.0276,0.8126
site,ghcn_NOE00112071,JFM,tmax_mean,anom_dt,76,-0.0227,0.8455
site,ghcn_NOE00112071,JFM,tmean,value,77,-0.0158,0.8913
site,ghcn_NOE00112071,JFM,tmean,anom,77,-0.0158,0.8913
site,ghcn_NOE00112071,JFM,tmean,anom_dt,77,-0.0281,0.8082
site,ghcn_NOE00112071,JFM,tmin_mean,value,77,-0.0224,0.8466
site,ghcn_NOE00112071,JFM,tmin_mean,anom,77,-0.0224,0.8466
site,ghcn_NOE00112071,JFM,tmin_mean,anom_dt,77,-0.0382,0.7418
site,ghcn_NOE00112071,NDJFM,frost_days,value,77,-0.0446,0.7003
site,ghcn_NOE00112071,NDJFM,frost_days,anom,77,-0.0446,0.7003
site,ghcn_NOE00112071,NDJFM,frost_days,anom_dt,77,-0.0262,0.8209
site,ghcn_NOE00112071,NDJFM,ice_days,value,76,0.0618,0.5961
site,ghcn_NOE00112071,NDJFM,ice_days,anom,76,0.0618,0.5961
site,ghcn_NOE00112071,NDJFM,ice_days,anom_dt,76,0.0470,0.6869
site,ghcn_NOE00112071,NDJFM,precip,value,77,-0.1351,0.2414
site,ghcn_NOE00112071,NDJFM,precip,anom,77,-0.1351,0.2414
site,ghcn_NOE00112071,NDJFM,precip,anom_dt,77,-0.1376,0.2326
site,ghcn_NOE00112071,NDJFM,precip_days,value,77,-0.1374,0.2334
site,ghcn_NOE00112071,NDJFM,precip_days,anom,77,-0.1374,0.2334
site,ghcn_NOE00112071,NDJFM,precip_days,anom_dt,77,-0.1401,0.2243
site,ghcn_NOE00112071,NDJFM,rain_on_snow_days,value,73,-0.1435,0.2258
site,ghcn_NOE00112071,NDJFM,rain_on_snow_days,anom,73,-0.1435,0.2258
site,ghcn_NOE00112071,NDJFM,rain_on_snow_days,anom_dt,73,-0.1638,0.1662
site,ghcn_NOE00112071,NDJFM,snow_cover_days,value,73,-0.0911,0.4433
site,ghcn_NOE00112071,NDJFM,snow_cover_days,anom,73,-0.0911,0.4433
site,ghcn_NOE00112071,NDJFM,snow_cover_days,anom_dt,73,-0.1051,0.3764
site,ghcn_NOE00112071,NDJFM,snow_depth,value,73,-0.1075,0.3652
site,ghcn_NOE00112071,NDJFM,snow_depth,anom,73,-0.1075,0.3652
site,ghcn_NOE00112071,NDJFM,snow_depth,anom_dt,73,-0.0964,0.4174
site,ghcn_NOE00112071,NDJFM,snow_max,value,73,-0.0283,0.8119
site,ghcn_NOE00112071,NDJFM,snow_max,anom,73,-0.0283,0.8119
site,ghcn_NOE00112071,NDJFM,snow_max,anom_dt,73,-0.0154,0.8974
site,ghcn_NOE00112071,NDJFM,thaw_days,value,76,-0.0610,0.6005
site,ghcn_NOE00112071,NDJFM,thaw_days,anom,76,-0.0610,0.6005
site,ghcn_NOE00112071,NDJFM,thaw_days,anom_dt,76,-0.0475,0.6839
site,ghcn_NOE00112071,NDJFM,tmax_mean,value,76,-0.0343,0.7685
site,ghcn_NOE00112071,NDJFM,tmax_mean,anom,76,-0.0344,0.7682
site,ghcn_NOE00112071,NDJFM,tmax_mean,anom_dt,76,-0.0114,0.9219
site,ghcn_NOE00112071,NDJFM,tmean,value,77,-0.0091,0.9371
site,ghcn_NOE00112071,NDJFM,tmean,anom,77,-0.0091,0.9371
site,ghcn_NOE00112071,NDJFM,tmean,anom_dt,77,0.0038,0.9740
site,ghcn_NOE00112071,NDJFM,tmin_mean,value,77,-0.0000,0.9997
site,ghcn_NOE00112071,NDJFM,tmin_mean,anom,77,-0.0000,0.9997
site,ghcn_NOE00112071,NDJFM,tmin_mean,anom_dt,77,0.0052,0.9645
site,ghcn_NOM00001492,DJF,frost_days,value,77,0.0027,0.9814
site,ghcn_NOM00001492,DJF,frost_days,anom,77,0.0027,0.9814
site,ghcn_NOM00001492,DJF,frost_days,anom_dt,77,-0.0077,0.9467
site,ghcn_NOM00001492,DJF,ice_days,value,77,0.0565,0.6257
site,ghcn_NOM00001492,DJF,ice_days,anom,77,0.0565,0.6257
site,ghcn_NOM00001492,DJF,ice_days,anom_dt,77,0.0390,0.7361
site,ghcn_NOM00001492,DJF,precip,value,77,-0.1154,0.3176
site,ghcn_NOM00001492,DJF,precip,anom,77,-0.1154,0.3176
site,ghcn_NOM00001492,DJF,precip,anom_dt,77,-0.0859,0.4574
site,ghcn_NOM00001492,DJF,precip_days,value,77,-0.0474,0.6820
